template,building_type,space_type,min_stories,max_stories,w_per_m2,Fixture_type_less_than_7.88ft_ht,Fixture_type_7.88_to_15.75ft_ht,Fixture_type_greater_than_>15.75ft_ht,Lux,Type
NECB 2015,Space Function,Corridor/Transition area - space designed to ANSI/IES RP-28 (and used primarily by residents)-sch-B,1,1,9.9,2,7,17,150,CFL
NECB 2015,Space Function,Corridor/Transition area - space designed to ANSI/IES RP-28 (and used primarily by residents)-sch-C,1,1,9.9,2,7,17,150,CFL
NECB 2015,Space Function,Corridor/Transition area - space designed to ANSI/IES RP-28 (and used primarily by residents)-sch-D,1,1,9.9,2,7,17,150,CFL
NECB 2015,Space Function,Corridor/Transition area - space designed to ANSI/IES RP-28 (and used primarily by residents)-sch-E,1,1,9.9,2,7,17,150,CFL
NECB 2015,Space Function,Corridor/Transition area - space designed to ANSI/IES RP-28 (and used primarily by residents)-sch-F,1,1,9.9,2,7,17,150,CFL
NECB 2015,Space Function,Corridor/Transition area - space designed to ANSI/IES RP-28 (and used primarily by residents)-sch-G,1,1,9.9,2,7,17,150,CFL
NECB 2015,Space Function,Corridor/Transition area - space designed to ANSI/IES RP-28 (and used primarily by residents)-sch-H,1,1,9.9,2,7,17,150,CFL
NECB 2015,Space Function,Corridor/Transition area - space designed to ANSI/IES RP-28 (and used primarily by residents)-sch-I,1,1,9.9,2,7,17,150,CFL
NECB 2015,Space Function,Corridor/Transition area - space designed to ANSI/IES RP-28 (and used primarily by residents)-sch-J,1,1,9.9,2,7,17,150,CFL
NECB 2015,Space Function,Corridor/Transition area - space designed to ANSI/IES RP-28 (and used primarily by residents)-sch-K,1,1,9.9,2,7,17,150,CFL
NECB 2015,Space Function,Corridor/Transition area other-sch-A,1,1,7.1,1,7,17,150,CFL
NECB 2015,Space Function,Corridor/Transition area other-sch-B,1,1,7.1,1,7,17,150,CFL
NECB 2015,Space Function,Corridor/Transition area other-sch-C,1,1,7.1,1,7,17,150,CFL
NECB 2015,Space Function,Corridor/Transition area other-sch-D,1,1,7.1,1,7,17,150,CFL
NECB 2015,Space Function,Corridor/Transition area other-sch-E,1,1,7.1,1,7,17,150,CFL
NECB 2015,Space Function,Corridor/Transition area other-sch-F,1,1,7.1,1,7,17,150,CFL
NECB 2015,Space Function,Corridor/Transition area other-sch-G,1,1,7.1,1,7,17,150,CFL
NECB 2015,Space Function,Corridor/Transition area other-sch-H,1,1,7.1,1,7,17,150,CFL
NECB 2015,Space Function,Corridor/Transition area other-sch-I,1,1,7.1,1,7,17,150,CFL
NECB 2015,Space Function,Corridor/Transition area other-sch-J,1,1,7.1,1,7,17,150,CFL
NECB 2015,Space Function,Corridor/Transition area other-sch-K,1,1,7.1,1,7,17,150,CFL
NECB 2015,Space Function,Courtroom,1,1,18.6,3,7,18,400,CFL
NECB 2015,Space Function,Dining area - bar lounge/leisure dining,1,1,11.6,2,7,18,100,CFL
NECB 2015,Space Function,Dining area - cafeteria/fast food dining,1,1,7.0,1,7,18,200,CFL
NECB 2015,Space Function,Dining area - family dining,1,1,9.6,1,7,9,200,CFL
NECB 2015,Space Function,Dining area - penitentiary,1,1,10.3,2,7,17,200,CFL
NECB 2015,Space Function,Dining area - space designed to ANSI/IES RP-28 (used primarily by residents),1,1,28.5,4,8,15,200,CFL
NECB 2015,Space Function,Dining area - other,1,1,7.0,1,7,18,200,CFL
NECB 2015,Space Function,Dressing/Fitting room - performing arts theatre,1,1,6.6,1,7,9,250,CFL
NECB 2015,Space Function,Electrical/Mechanical room-sch-A,1,1,4.6,1,7,13,350,CFL
NECB 2015,Space Function,Electrical/Mechanical room-sch-B,1,1,4.6,1,7,13,350,CFL
NECB 2015,Space Function,Electrical/Mechanical room-sch-C,1,1,4.6,1,7,13,350,CFL
NECB 2015,Space Function,Electrical/Mechanical room-sch-D,1,1,4.6,1,7,13,350,CFL
NECB 2015,Space Function,Electrical/Mechanical room-sch-E,1,1,4.6,1,7,13,350,CFL
NECB 2015,Space Function,Electrical/Mechanical room-sch-F,1,1,4.6,1,7,13,350,CFL
NECB 2015,Space Function,Electrical/Mechanical room-sch-G,1,1,4.6,1,7,13,350,CFL
NECB 2015,Space Function,Electrical/Mechanical room-sch-H,1,1,4.6,1,7,13,350,CFL
NECB 2015,Space Function,Electrical/Mechanical room-sch-I,1,1,4.6,1,7,13,350,CFL
NECB 2015,Space Function,Electrical/Mechanical room-sch-J,1,1,4.6,1,7,13,350,CFL
NECB 2015,Space Function,Electrical/Mechanical room-sch-K,1,1,4.6,1,7,13,350,CFL
NECB 2015,Space Function,Emergency vehicle garage,1,1,6.1,1,7,13,350,CFL
NECB 2015,Space Function,Food preparation area,1,1,13.1,2,7,10,500,CFL
NECB 2015,Space Function,Guest room,1,1,5.1,1,6,9,200,CFL
NECB 2015,Space Function,Guest room,2,4,5.1,1,6,9,200,CFL
NECB 2015,Space Function,Guest room,5,999,5.1,1,6,9,200,CFL
NECB 2015,Space Function,Laboratory - classrooms,1,1,15.5,2,7,18,500,CFL
NECB 2015,Space Function,Laboratory - other,1,1,19.5,2,7,18,650,CFL
NECB 2015,Space Function,Laundry/Washing area,1,1,6.5,1,7,17,350,CFL
NECB 2015,Space Function,Loading dock interior,1,1,5.1,1,7,17,200,CFL
NECB 2015,Space Function,Lobby - elevator,1,999,7.0,1,7,17,200,CFL
NECB 2015,Space Function,Lobby - hotel,1,999,11.5,2,7,15,250,CFL
NECB 2015,Space Function,Lobby - motion picture theatre,1,999,6.4,1,7,9,150,CFL
NECB 2015,Space Function,Lobby - performing arts theatre,1,999,21.6,3,7,15,200,CFL
NECB 2015,Space Function,Lobby - space designed to ANSI/IES RP-28 (used primarily by residents),1,999,19.4,3,8,19,150,CFL
NECB 2015,Space Function,Lobby - other,1,999,9.7,2,7,17,150,CFL
NECB 2015,Space Function,Locker room-sch-A,1,1,8.1,1,7,17,100,CFL
NECB 2015,Space Function,Locker room-sch-B,1,1,8.1,1,7,17,100,CFL
NECB 2015,Space Function,Locker room-sch-C,1,1,8.1,1,7,17,100,CFL
NECB 2015,Space Function,Locker room-sch-D,1,1,8.1,1,7,17,100,CFL
NECB 2015,Space Function,Locker room-sch-E,1,1,8.1,1,7,17,100,CFL
NECB 2015,Space Function,Locker room-sch-F,1,1,8.1,1,7,17,100,CFL
NECB 2015,Space Function,Locker room-sch-G,1,1,8.1,1,7,17,100,CFL
NECB 2015,Space Function,Locker room-sch-H,1,1,8.1,1,7,17,100,CFL
NECB 2015,Space Function,Locker room-sch-I,1,1,8.1,1,7,17,100,CFL
NECB 2015,Space Function,Locker room-sch-J,1,1,8.1,1,7,17,100,CFL
NECB 2015,Space Function,Locker room-sch-K,1,1,8.1,1,7,17,100,CFL
NECB 2015,Space Function,Lounge/Break room - health care facility,1,1,10.0,2,7,17,150,CFL
NECB 2015,Space Function,Lounge/Break room - other,1,1,7.9,1,7,17,150,CFL
NECB 2015,Space Function,Office enclosed <= 25 m2,1,2,12.0,2,7,17,400,CFL
NECB 2015,Space Function,Office enclosed <= 25 m2,3,999,12.0,2,7,17,400,CFL
NECB 2015,Space Function,Office enclosed > 25 m2,1,2,12.0,2,7,17,400,CFL
NECB 2015,Space Function,Office enclosed > 25 m2,3,999,12.0,2,7,17,400,CFL
NECB 2015,Space Function,Office open plan,1,2,10.6,2,7,17,400,CFL
NECB 2015,Space Function,Office open plan,3,999,10.6,2,7,17,400,CFL
NECB 2015,Space Function,Pharmacy area,1,1,18.1,3,8,18,400,CFL
NECB 2015,Space Function,Sales area,1,1,15.5,2,8,18,500,CFL
NECB 2015,Space Function,Seating area general-sch-A,1,1,5.9,1,7,17,150,CFL
NECB 2015,Space Function,Seating area general-sch-B,1,1,5.9,1,7,17,150,CFL
NECB 2015,Space Function,Seating area general-sch-C,1,1,5.9,1,7,17,150,CFL
NECB 2015,Space Function,Seating area general-sch-D,1,1,5.9,1,7,17,150,CFL
NECB 2015,Space Function,Seating area general-sch-E,1,1,5.9,1,7,17,150,CFL
NECB 2015,Space Function,Seating area general-sch-F,1,1,5.9,1,7,17,150,CFL
NECB 2015,Space Function,Seating area general-sch-G,1,1,5.9,1,7,17,150,CFL
NECB 2015,Space Function,Seating area general-sch-H,1,1,5.9,1,7,17,150,CFL
NECB 2015,Space Function,Seating area general-sch-I,1,1,5.9,1,7,17,150,CFL
NECB 2015,Space Function,Seating area general-sch-J,1,1,5.9,1,7,17,150,CFL
NECB 2015,Space Function,Seating area general-sch-K,1,1,5.9,1,7,17,150,CFL
NECB 2015,Space Function,Stairway/Stairwell-sch-A,1,1,7.4,1,7,17,150,CFL
NECB 2015,Space Function,Stairway/Stairwell-sch-B,1,1,7.4,1,7,17,150,CFL
NECB 2015,Space Function,Stairway/Stairwell-sch-C,1,1,7.4,1,7,17,150,CFL
NECB 2015,Space Function,Stairway/Stairwell-sch-D,1,1,7.4,1,7,17,150,CFL
NECB 2015,Space Function,Stairway/Stairwell-sch-E,1,1,7.4,1,7,17,150,CFL
NECB 2015,Space Function,Stairway/Stairwell-sch-F,1,1,7.4,1,7,17,150,CFL
NECB 2015,Space Function,Stairway/Stairwell-sch-G,1,1,7.4,1,7,17,150,CFL
NECB 2015,Space Function,Stairway/Stairwell-sch-H,1,1,7.4,1,7,17,150,CFL
NECB 2015,Space Function,Stairway/Stairwell-sch-I,1,1,7.4,1,7,17,150,CFL
NECB 2015,Space Function,Stairway/Stairwell-sch-J,1,1,7.4,1,7,17,150,CFL
NECB 2015,Space Function,Stairway/Stairwell-sch-K,1,1,7.4,1,7,17,150,CFL
NECB 2015,Space Function,Storage garage interior,1,1,2.1,1,6,17,75,CFL
NECB 2015,Space Function,Storage room < 5 m2-sch-A,1,1,13.3,2,7,17,100,CFL
NECB 2015,Space Function,Storage room < 5 m2-sch-B,1,1,13.3,2,7,17,100,CFL
NECB 2015,Space Function,Storage room < 5 m2-sch-C,1,1,13.3,2,7,17,100,CFL
NECB 2015,Space Function,Storage room < 5 m2-sch-D,1,1,13.3,2,7,17,100,CFL
NECB 2015,Space Function,Storage room < 5 m2-sch-E,1,1,13.3,2,7,17,100,CFL
NECB 2015,Space Function,Storage room < 5 m2-sch-F,1,1,13.3,2,7,17,100,CFL
NECB 2015,Space Function,Storage room < 5 m2-sch-G,1,1,13.3,2,7,17,100,CFL
NECB 2015,Space Function,Storage room < 5 m2-sch-H,1,1,13.3,2,7,17,100,CFL
NECB 2015,Space Function,Storage room < 5 m2-sch-I,1,1,13.3,2,7,17,100,CFL
NECB 2015,Space Function,Storage room < 5 m2-sch-J,1,1,13.3,2,7,17,100,CFL
NECB 2015,Space Function,Storage room < 5 m2-sch-K,1,1,13.3,2,7,17,100,CFL
NECB 2015,Space Function,Storage room <= 5 m2 <= 100 m2-sch-A,1,1,6.8,1,7,17,100,CFL
NECB 2015,Space Function,Storage room <= 5 m2 <= 100 m2-sch-B,1,1,6.8,1,7,17,100,CFL
NECB 2015,Space Function,Storage room <= 5 m2 <= 100 m2-sch-C,1,1,6.8,1,7,17,100,CFL
NECB 2015,Space Function,Storage room <= 5 m2 <= 100 m2-sch-D,1,1,6.8,1,7,17,100,CFL
NECB 2015,Space Function,Storage room <= 5 m2 <= 100 m2-sch-E,1,1,6.8,1,7,17,100,CFL
NECB 2015,Space Function,Storage room <= 5 m2 <= 100 m2-sch-F,1,1,6.8,1,7,17,100,CFL
NECB 2015,Space Function,Storage room <= 5 m2 <= 100 m2-sch-G,1,1,6.8,1,7,17,100,CFL
NECB 2015,Space Function,Storage room <= 5 m2 <= 100 m2-sch-H,1,1,6.8,1,7,17,100,CFL
NECB 2015,Space Function,Storage room <= 5 m2 <= 100 m2-sch-I,1,1,6.8,1,7,17,100,CFL
NECB 2015,Space Function,Storage room <= 5 m2 <= 100 m2-sch-J,1,1,6.8,1,7,17,100,CFL
NECB 2015,Space Function,Storage room <= 5 m2 <= 100 m2-sch-K,1,1,6.8,1,7,17,100,CFL
NECB 2015,Space Function,Storage room > 100 m2-sch-A,1,1,6.8,1,7,17,100,CFL
NECB 2015,Space Function,Storage room > 100 m2-sch-B,1,1,6.8,1,7,17,100,CFL
NECB 2015,Space Function,Storage room > 100 m2-sch-C,1,1,6.8,1,7,17,100,CFL
NECB 2015,Space Function,Storage room > 100 m2-sch-D,1,1,6.8,1,7,17,100,CFL
NECB 2015,Space Function,Storage room > 100 m2-sch-E,1,1,6.8,1,7,17,100,CFL
NECB 2015,Space Function,Storage room > 100 m2-sch-F,1,1,6.8,1,7,17,100,CFL
NECB 2015,Space Function,Storage room > 100 m2-sch-G,1,1,6.8,1,7,17,100,CFL
NECB 2015,Space Function,Storage room > 100 m2-sch-H,1,1,6.8,1,7,17,100,CFL
NECB 2015,Space Function,Storage room > 100 m2-sch-I,1,1,6.8,1,7,17,100,CFL
NECB 2015,Space Function,Storage room > 100 m2-sch-J,1,1,6.8,1,7,17,100,CFL
NECB 2015,Space Function,Storage room > 100 m2-sch-K,1,1,6.8,1,7,17,100,CFL
NECB 2015,Space Function,Vehicle maintenance area,1,1,7.3,1,9,9,500,CFL
NECB 2015,Space Function,Washroom - space designed to ANSI/IES RP-28 (used primarily by residents)-sch-A,1,1,13.1,2,7,17,150,CFL
NECB 2015,Space Function,Washroom - space designed to ANSI/IES RP-28 (used primarily by residents)-sch-B,1,1,13.1,2,7,17,150,CFL
NECB 2015,Space Function,Washroom - space designed to ANSI/IES RP-28 (used primarily by residents)-sch-C,1,1,13.1,2,7,17,150,CFL
NECB 2015,Space Function,Washroom - space designed to ANSI/IES RP-28 (used primarily by residents)-sch-D,1,1,13.1,2,7,17,150,CFL
NECB 2015,Space Function,Washroom - space designed to ANSI/IES RP-28 (used primarily by residents)-sch-E,1,1,13.1,2,7,17,150,CFL
NECB 2015,Space Function,Washroom - space designed to ANSI/IES RP-28 (used primarily by residents)-sch-F,1,1,13.1,2,7,17,150,CFL
NECB 2015,Space Function,Washroom - space designed to ANSI/IES RP-28 (used primarily by residents)-sch-G,1,1,13.1,2,7,17,150,CFL
NECB 2015,Space Function,Washroom - space designed to ANSI/IES RP-28 (used primarily by residents)-sch-H,1,1,13.1,2,7,17,150,CFL
NECB 2015,Space Function,Washroom - space designed to ANSI/IES RP-28 (used primarily by residents)-sch-I,1,1,13.1,2,7,17,150,CFL
NECB 2015,Space Function,Washroom - space designed to ANSI/IES RP-28 (used primarily by residents)-sch-J,1,1,13.1,2,7,17,150,CFL
NECB 2015,Space Function,Washroom - space designed to ANSI/IES RP-28 (used primarily by residents)-sch-K,1,1,13.1,2,7,17,150,CFL
NECB 2015,Space Function,Washroom - other-sch-A,1,1,10.5,2,7,17,150,CFL
NECB 2015,Space Function,Washroom - other-sch-B,1,1,10.5,2,7,17,150,CFL
NECB 2015,Space Function,Washroom - other-sch-C,1,1,10.5,2,7,17,150,CFL
NECB 2015,Space Function,Washroom - other-sch-D,1,1,10.5,2,7,17,150,CFL
NECB 2015,Space Function,Washroom - other-sch-E,1,1,10.5,2,7,17,150,CFL
NECB 2015,Space Function,Washroom - other-sch-F,1,1,10.5,2,7,17,150,CFL
NECB 2015,Space Function,Washroom - other-sch-G,1,1,10.5,2,7,17,150,CFL
NECB 2015,Space Function,Washroom - other-sch-H,1,1,10.5,2,7,17,150,CFL
NECB 2015,Space Function,Washroom - other-sch-I,1,1,10.5,2,7,17,150,CFL
NECB 2015,Space Function,Washroom - other-sch-J,1,1,10.5,2,7,17,150,CFL
NECB 2015,Space Function,Washroom - other-sch-K,1,1,10.5,2,7,17,150,CFL
NECB 2015,Space Function,Workshop,1,1,17.2,2,9,14,500,CFL
NECB 2015,Space Function,Convention centre exhibit space,1,1,15.7,2,7,13,500,CFL
NECB 2015,Space Function,Dormitory living quarters,1,1,4.2,1,6,9,125,CFL
NECB 2015,Space Function,Dwelling units general,1,4,5.0,1,6,9,125,CFL
NECB 2015,Space Function,Dwelling units general,5,999,5.0,1,6,9,125,CFL
NECB 2015,Space Function,Dwelling units long-term,1,4,5.0,1,6,9,300,CFL
NECB 2015,Space Function,Dwelling units long-term,5,999,5.0,1,6,9,300,CFL
NECB 2015,Space Function,Fire station sleeping quarters,1,1,2.4,1,6,17,150,CFL
NECB 2015,Space Function,Gymnasium/Fitness centre exercise area,1,1,7.8,1,7,17,350,CFL
NECB 2015,Space Function,Gymnasium/Fitness centre playing area,1,1,13.0,2,7,18,350,CFL
NECB 2015,Space Function,Health care facility exam/treatment room,1,1,18.0,3,8,18,600,CFL
NECB 2015,Space Function,Health care facility imaging room,1,1,16.3,2,8,18,225,CFL
NECB 2015,Space Function,Health care facility medical supply room,1,1,8.0,1,7,18,400,CFL
NECB 2015,Space Function,Health care facility nursery,1,1,9.5,2,7,17,400,CFL
NECB 2015,Space Function,Health care facility nurses station,1,1,7.6,1,7,17,400,CFL
NECB 2015,Space Function,Health care facility operating room,1,1,26.8,4,8,15,1000,CFL
NECB 2015,Space Function,Health care facility patient room,1,1,6.7,1,7,17,400,CFL
NECB 2015,Space Function,Health care facility physical therapy room,1,1,9.9,2,7,17,350,CFL
NECB 2015,Space Function,Health care facility recovery room,1,1,12.4,2,7,18,250,CFL
NECB 2015,Space Function,Library reading area,1,1,11.5,2,7,17,500,CFL
NECB 2015,Space Function,Library reading area,2,999,11.5,2,7,17,500,CFL
NECB 2015,Space Function,Library stacks,1,1,18.4,3,8,15,500,CFL
NECB 2015,Space Function,Library stacks,2,999,18.4,3,8,15,500,CFL
NECB 2015,Space Function,Manufacturing facility equipment room,1,1,8.0,1,7,13,250,CFL
NECB 2015,Space Function,detailed manufacturing area,1,1,13.9,2,7,13,600,CFL
NECB 2015,Space Function,Manufacturing facility extra high bay area (> 15 m floor-to-ceiling height),1,1,11.3,2,7,14,400,CFL
NECB 2015,Space Function,Manufacturing facility high bay area (7.5 to 15 m floor-to-ceiling height),1,1,13.3,2,7,14,400,CFL
NECB 2015,Space Function,Manufacturing facility low bay area (< 7.5 m floor-to-ceiling height),1,1,12.9,2,7,14,400,CFL
NECB 2015,Space Function,Museum general exhibition area,1,1,11.4,2,7,18,250,CFL
NECB 2015,Space Function,Museum restoration room,1,1,11.0,2,7,18,600,CFL
NECB 2015,Space Function,Post office sorting area,1,1,10.2,2,7,17,400,CFL
NECB 2015,Space Function,Religious building fellowship hall,1,1,6.9,1,6,17,250,CFL
NECB 2015,Space Function,Religious building worship/pulpit/choir area,1,1,16.5,2,8,18,250,CFL
NECB 2015,Space Function,Retail facility dressing/fitting room,1,1,7.7,1,7,17,350,CFL
NECB 2015,Space Function,Retail facility mall concourse,1,1,11.9,2,7,18,400,CFL
NECB 2015,Space Function,Space designed to ANSI/IES RP-28 chapel (used primarily by residents),1,1,23.8,3,8,19,150,CFL
NECB 2015,Space Function,Space designed to ANSI/IES RP-28 recreation room (used primarily by residents),1,1,25.9,3,8,19,150,CFL
NECB 2015,Space Function,Sports arena playing area class I facility(4),1,1,39.7,5,19,15,1600,CFL
NECB 2015,Space Function,Sports arena playing area class II facility(4),1,1,25.9,4,19,15,1000,CFL
NECB 2015,Space Function,Sports arena playing area class III facility(4),1,1,19.4,3,8,14,800,CFL
NECB 2015,Space Function,Sports arena playing area class IV facility(4),1,1,13.0,2,7,14,500,CFL
NECB 2015,Space Function,Transportation facility airport concourse,1,1,3.9,1,7,17,150,CFL
NECB 2015,Space Function,Transportation facility baggage/carousel area,1,1,5.7,1,7,17,250,CFL
NECB 2015,Space Function,Transportation facility terminal ticket counter,1,1,8.7,2,7,17,250,CFL
NECB 2015,Space Function,Warehouse storage area medium to bulky palletized items,1,1,6.2,1,7,17,200,CFL
NECB 2015,Space Function,Warehouse storage area small hand-carried items(4),1,1,10.2,2,7,17,300,CFL
NECB 2015,Space Function,- undefined -,1,1,0.0,Nil,Nil,Nil,0,CFL
NECB 2015,Automotive facility,WholeBuilding,1,1,8.6,28,39,47,400,LED
NECB 2015,Convention centre,WholeBuilding,1,1,10.9,21,37,47,300,LED
NECB 2015,Courthouse,WholeBuilding,1,1,10.9,25,39,47,400,LED
NECB 2015,Dining - bar lounge/leisure,WholeBuilding,1,1,10.9,30,38,49,125,LED
NECB 2015,Dining - cafeteria/fast food,WholeBuilding,1,1,9.7,30,37,55,300,LED
NECB 2015,Dining - family,WholeBuilding,1,1,10.2,21,37,55,300,LED
NECB 2015,Dormitory,WholeBuilding,1,4,6.1,22,38,49,100,LED
NECB 2015,Dormitory,WholeBuilding,5,999,6.1,22,38,49,100,LED
NECB 2015,Exercise centre,WholeBuilding,1,1,9.0,21,37,47,350,LED
NECB 2015,Fire station,WholeBuilding,1,1,7.2,28,23,47,400,LED
NECB 2015,Gymnasium,WholeBuilding,1,1,10.1,32,39,53,500,LED
NECB 2015,Health care clinic,WholeBuilding,1,2,9.7,26,41,53,600,LED
NECB 2015,Health care clinic,WholeBuilding,3,999,9.7,26,41,53,600,LED
NECB 2015,Hospital,WholeBuilding,1,1,11.3,21,23,47,350,LED
NECB 2015,Hotel/Motel,WholeBuilding,1,4,9.4,22,24,49,150,LED
NECB 2015,Hotel/Motel,WholeBuilding,5,999,9.4,22,24,49,150,LED
NECB 2015,Library,WholeBuilding,1,2,12.8,25,23,46,500,LED
NECB 2015,Library,WholeBuilding,3,999,12.8,25,23,46,500,LED
NECB 2015,Long-term care - dwelling units,WholeBuilding,1,4,5.5,25,23,47,400,LED
NECB 2015,Long-term care - dwelling units,WholeBuilding,5,999,5.5,25,23,47,400,LED
NECB 2015,Long-term care - other,WholeBuilding,1,4,5.5,25,23,47,400,LED
NECB 2015,Long-term care - other,WholeBuilding,5,999,5.5,25,23,47,400,LED
NECB 2015,Manufacturing facility,WholeBuilding,1,1,12.6,28,39,47,450,LED
NECB 2015,Motion picture theatre,WholeBuilding,1,1,8.2,30,38,49,150,LED
NECB 2015,Multi-unit residential building,WholeBuilding,1,4,5.5,22,24,49,125,LED
NECB 2015,Multi-unit residential building,WholeBuilding,5,999,5.5,22,24,49,125,LED
NECB 2015,Museum,WholeBuilding,1,1,11.0,22,24,49,100,LED
NECB 2015,Museum,WholeBuilding,3,999,11.0,22,24,49,100,LED
NECB 2015,Office,WholeBuilding,1,2,8.8,21,23,47,400,LED
NECB 2015,Office,WholeBuilding,3,999,8.8,21,23,47,400,LED
NECB 2015,Penitentiary,WholeBuilding,1,1,8.7,21,40,48,250,LED
NECB 2015,Performing arts theatre,WholeBuilding,1,1,14.9,21,40,48,250,LED
NECB 2015,Police station,WholeBuilding,1,1,9.4,21,23,47,400,LED
NECB 2015,Post office,WholeBuilding,1,2,9.4,21,23,46,400,LED
NECB 2015,Post office,WholeBuilding,3,999,9.4,21,23,46,400,LED
NECB 2015,Religious building ,WholeBuilding,1,1,10.8,22,40,48,250,LED
NECB 2015,Retail area,WholeBuilding,1,2,13.5,25,39,46,450,LED
NECB 2015,Retail area,WholeBuilding,3,999,13.5,25,39,46,450,LED
NECB 2015,School/university,WholeBuilding,1,4,9.4,21,23,47,400,LED
NECB 2015,School/university,WholeBuilding,5,999,9.4,21,23,47,400,LED
NECB 2015,Sports arena,WholeBuilding,1,1,9.8,28,39,47,400,LED
NECB 2015,Storage garage,WholeBuilding,1,1,2.3,29,44,49,75,LED
NECB 2015,Town hall,WholeBuilding,1,4,9.6,21,23,47,400,LED
NECB 2015,Town hall,WholeBuilding,5,999,9.6,21,23,47,400,LED
NECB 2015,Transportation facility,WholeBuilding,1,4,7.5,30,40,48,225,LED
NECB 2015,Transportation facility,WholeBuilding,5,999,7.5,30,40,48,225,LED
NECB 2015,Warehouse,WholeBuilding,1,1,7.1,29,44,49,150,LED
NECB 2015,Workshop,WholeBuilding,1,1,12.8,32,39,46,500,LED
NECB 2015,Space Function,Atrium (height < 6m)-sch-A,1,1,,30,40,48,250,LED
NECB 2015,Space Function,Atrium (height < 6m)-sch-B,1,1,,30,40,48,250,LED
NECB 2015,Space Function,Atrium (height < 6m)-sch-C,1,1,,30,40,48,250,LED
NECB 2015,Space Function,Atrium (height < 6m)-sch-D,1,1,,30,40,48,250,LED
NECB 2015,Space Function,Atrium (height < 6m)-sch-E,1,1,,30,40,48,250,LED
NECB 2015,Space Function,Atrium (height < 6m)-sch-F,1,1,,30,40,48,250,LED
NECB 2015,Space Function,Atrium (height < 6m)-sch-G,1,1,,30,40,48,250,LED
NECB 2015,Space Function,Atrium (height < 6m)-sch-H,1,1,,30,40,48,250,LED
NECB 2015,Space Function,Atrium (height < 6m)-sch-I,1,1,,30,40,48,250,LED
NECB 2015,Space Function,Atrium (height < 6m)-sch-J,1,1,,30,40,48,250,LED
NECB 2015,Space Function,Atrium (height < 6m)-sch-K,1,1,,30,40,48,250,LED
NECB 2015,Space Function,Atrium (6 =< height <= 12m)-sch-A,1,1,,30,40,48,250,LED
NECB 2015,Space Function,Atrium (6 =< height <= 12m)-sch-B,1,1,,30,40,48,250,LED
NECB 2015,Space Function,Atrium (6 =< height <= 12m)-sch-C,1,1,,30,40,48,250,LED
NECB 2015,Space Function,Atrium (6 =< height <= 12m)-sch-D,1,1,,30,40,48,250,LED
NECB 2015,Space Function,Atrium (6 =< height <= 12m)-sch-E,1,1,,30,40,48,250,LED
NECB 2015,Space Function,Atrium (6 =< height <= 12m)-sch-F,1,1,,30,40,48,250,LED
NECB 2015,Space Function,Atrium (6 =< height <= 12m)-sch-G,1,1,,30,40,48,250,LED
NECB 2015,Space Function,Atrium (6 =< height <= 12m)-sch-H,1,1,,30,40,48,250,LED
NECB 2015,Space Function,Atrium (6 =< height <= 12m)-sch-I,1,1,,30,40,48,250,LED
NECB 2015,Space Function,Atrium (6 =< height <= 12m)-sch-J,1,1,,30,40,48,250,LED
NECB 2015,Space Function,Atrium (6 =< height <= 12m)-sch-K,1,1,,30,40,48,250,LED
NECB 2015,Space Function,Atrium (height > 12m)-sch-A,1,1,,30,40,48,250,LED
NECB 2015,Space Function,Atrium (height > 12m)-sch-B,1,1,,30,40,48,250,LED
NECB 2015,Space Function,Atrium (height > 12m)-sch-C,1,1,,30,40,48,250,LED
NECB 2015,Space Function,Atrium (height > 12m)-sch-D,1,1,,30,40,48,250,LED
NECB 2015,Space Function,Atrium (height > 12m)-sch-E,1,1,,30,40,48,250,LED
NECB 2015,Space Function,Atrium (height > 12m)-sch-F,1,1,,30,40,48,250,LED
NECB 2015,Space Function,Atrium (height > 12m)-sch-G,1,1,,30,40,48,250,LED
NECB 2015,Space Function,Atrium (height > 12m)-sch-H,1,1,,30,40,48,250,LED
NECB 2015,Space Function,Atrium (height > 12m)-sch-I,1,1,,30,40,48,250,LED
NECB 2015,Space Function,Atrium (height > 12m)-sch-J,1,1,,30,40,48,250,LED
NECB 2015,Space Function,Atrium (height > 12m)-sch-K,1,1,,30,40,48,250,LED
NECB 2015,Space Function,Audience seating area permanent - auditorium,1,1,6.8,22,38,49,100,LED
NECB 2015,Space Function,Audience seating area permanent - auditorium,2,999,6.8,22,38,49,100,LED
NECB 2015,Space Function,Audience seating area permanent - convention centre,1,1,8.9,21,23,47,350,LED
NECB 2015,Space Function,Audience seating area permanent - gymnasium,1,1,7.0,21,23,47,350,LED
NECB 2015,Space Function,Audience seating area permanent - motion picture theatre,1,1,12.3,21,24,48,250,LED
NECB 2015,Space Function,Audience seating area permanent - penitentiary,1,1,3.0,21,24,48,250,LED
NECB 2015,Space Function,Audience seating area permanent - performing arts theatre,1,1,26.2,21,24,48,250,LED
NECB 2015,Space Function,Audience seating area permanent - religious building,1,1,16.5,22,38,49,150,LED
NECB 2015,Space Function,Audience seating area permanent - sports arena,1,1,4.6,22,38,49,150,LED
NECB 2015,Space Function,Audience seating area permanent - other-sch-A,1,1,4.6,22,38,49,100,LED
NECB 2015,Space Function,Audience seating area permanent - other-sch-B,1,1,4.6,22,38,49,100,LED
NECB 2015,Space Function,Audience seating area permanent - other-sch-C,1,1,4.6,22,38,49,100,LED
